artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
James Ryman,5.0,SHAMAN,True,5,122952,你召来了雷霆，那就承受<b>超级风怒</b>吧！,5.0,,CATA_564,['BATTLECRY'],飞行助翼,,,COMMON,CATACLYSM,<b>战吼：</b>使一个友方随从获得<b>超级风怒</b>，且该随从无法攻击英雄。,MINION,,,,,,选择一个友方随从。,,,,,,,,,,,,,,普通,10.0,9.231275756211538,1.0832738902064758,萨满
Stefano Spagnuolo,0.0,SHAMAN,True,2,122953,赵氏奥拉基尔……原来奥拉基尔姓赵呀。,2.0,,CATA_565,"['BATTLECRY', 'TAUNT']",天空之墙哨兵,ELEMENTAL,['ELEMENTAL'],RARE,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,,,,,,,,,,,,,,,,稀有,2.0,4.651116518401871,0.4300042779163061,萨满
Zoltan Boros,3.0,HUNTER,True,3,122961,我们绝不会偷工减料！好吧……我们确实提供了更廉价的法术。,2.0,,CATA_566,['BATTLECRY'],托维尔雕琢师,,,RARE,CATACLYSM,<b>战吼：</b>选择你手牌中的一张牌，在你的回合开始时，其法力值消耗减少（1）点。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,猎人
Mooncolony,10.0,SHAMAN,True,10,123006,少说话，多摸牌。,10.0,,CATA_570,['BATTLECRY'],莫卓克,ELEMENTAL,['ELEMENTAL'],LEGENDARY,CATACLYSM,<b>战吼：</b>抽一张牌，并使其法力值消耗减少（10）点。如果减少的溢出量还有剩余，重复此效果。,MINION,,,,True,,,,,,,,,,,,,,,,传说,20.0,16.86487448589432,1.1858967593697707,萨满
Bima Kusuma,3.0,WARRIOR,True,5,123166,斩却毁灭之焰，方能抵达末世。,3.0,,CATA_586,"['DEATHRATTLE', 'TRIGGER_VISUAL']",毁灭之焰,ELEMENTAL,['ELEMENTAL'],EPIC,CATACLYSM,在本随从受到伤害并存活下来后，召唤一个毁灭之焰。<b>亡语：</b>随机对一个敌人造成2点伤害。,MINION,,,,,,,,,,,,,,,,,,,,史诗,6.0,9.231275756211538,0.6499643341238855,战士
Ivan Fomin,7.0,WARRIOR,True,7,123321,烧尽一切（的三分之二）！,7.0,,CATA_591,['BATTLECRY'],指挥官迦顿,ELEMENTAL,['ELEMENTAL'],LEGENDARY,CATACLYSM,"<b>战吼：</b>你在每回合开始时的抽牌改为从你的牌库中<b>发现</b>一张牌，其法力值消耗减少（3）点，并摧毁未选
的牌。",MINION,,['DISCOVER'],,True,,,,,,,,,,,,,,,,传说,14.0,12.284715248084652,1.1396275548334573,战士
Matt Dixon,5.0,NEUTRAL,True,2,123383,“是……是是……是，我马上……照办！”,3.0,,CATA_612,['BATTLECRY'],霜冻小鬼,DEMON,['DEMON'],COMMON,CATACLYSM,<b>战吼：</b><b>冻结</b>本随从。,MINION,,['FREEZE'],,,,,,,,,,,,,,,,,,普通,8.0,4.651116518401871,1.7200171116652243,中立
Dmitry Bolotov,6.0,NEUTRAL,True,9,123384,“去吧，挽救你的性命，还有你的排名！”,6.0,,CATA_613,['AURA'],生存专家,,,EPIC,CATACLYSM,"如果你没有控制其他随从，则拥有
<b>免疫</b>。",MINION,,['IMMUNE'],,,,,,,,,,,,,,,,,,史诗,12.0,15.338154739957762,0.7823626898702839,中立
Gabor Szikszai,2.0,NEUTRAL,True,2,123385,“最新情报……对手的职业是法师！不对，是潜行者！不对，是牧师！”,2.0,,CATA_614,"['BATTLECRY', 'DISCOVER']",蔽影密探,DRAGON,['DRAGON'],RARE,CATACLYSM,<b>战吼：</b><b>发现</b>一张你的职业的法术牌。<i>（每回合切换职业！）</i>,MINION,<b>战吼：</b><b>发现</b>一张{0}的法术牌。<i>（每回合切换职业！）</i>,,,,,,,,,,,,,,,,,,,稀有,4.0,4.651116518401871,0.8600085558326122,中立
Leroy Steinmann,5.0,NEUTRAL,True,4,123396,“吉尔尼斯的王位虽然是终身的，但在位经历总是充满了变化。”,4.0,购买<i>大地的裂变</i>炉石通行证后开放解锁。,CATA_615,,吉恩，咒厄国王,,,LEGENDARY,CATACLYSM,当本牌在你手牌中时，如果你其他手牌的法力值消耗均为偶数或奇数，变形成为6/5的狼人国王。,MINION,,,,True,,,,,,,,,,,可以在<i>大地的裂变</i>奖励路线中获得该奖励。,,,,,传说,9.0,7.704556010274983,1.1681399924924138,中立
James Ryman,8.0,NEUTRAL,True,9,123440,我和这张牌越发不可分戈。,8.0,,CATA_616,,戈隆巨人,,,EPIC,CATACLYSM,"本随从的法力值消耗会随你使用的上一张牌的法力值消耗而
降低。",MINION,,,,,,,,,,,,,,,,,,,,史诗,16.0,15.338154739957762,1.0431502531603787,中立
Konstantin Turovec,3.0,DEMONHUNTER,True,3,123604,再也没有什么变异体好好先生了。,4.0,,CATA_697,['BATTLECRY'],恶念变异体,NAGA,['NAGA'],EPIC,CATACLYSM,<b>战吼：</b>选择你手牌中的一张邪能法术牌，获取一张它的复制。,MINION,,,,,,选择手牌中的一张邪能法术牌。,,,,,,,,,,,,,,史诗,7.0,6.177836264338427,1.1330827980028404,恶魔猎手
Mike Sass,9.0,DEMONHUNTER,True,9,123539,可是一般来说海兽并不可怕呀！,6.0,,CATA_699,"['BATTLECRY', 'TAUNT']",恐怖海兽,BEAST,['BEAST'],COMMON,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b>选择一个敌方随从，偷取其3点生命值，触发三次。,MINION,,,,,,从一个敌方随从处偷取生命值。,,,,,,,,,,,,,,普通,15.0,15.338154739957762,0.9779533623378549,恶魔猎手
Kevin Sidharta,6.0,NEUTRAL,True,7,122635,能够彻底击败战争大师黑角的勇士会被授予这片土地上的最高评价：牛翻了。,6.0,购买<i>大地的裂变</i>炉石通行证后开放解锁。,CATA_720,['BATTLECRY'],战争大师黑角,,,LEGENDARY,CATACLYSM,<b>战吼：</b>摧毁双方玩家牌库中所有法力值消耗小于或等于（2）点的牌。,MINION,,,,True,,,,,,,,,,,完成起始任务后解锁。,,,,,传说,12.0,12.284715248084652,0.9768236184286776,中立
Matt Dixon,2.0,NEUTRAL,True,2,122637,“去吧，牌库里很安全的！”“奖券都发完了！”,3.0,,CATA_721,['BATTLECRY'],避难的幸存者,,,COMMON,CATACLYSM,<b>战吼：</b>选择一张你的手牌洗入你的牌库。抽一张牌。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,中立
Jason Kang,5.0,,True,5,122639,守护巨龙尽力拼搏至此，然而到了时间的终点，这一切都无济于事。,4.0,,CATA_722,"['BATTLECRY', 'TAUNT']",末世特使,,,COMMON,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,,,,"['DEATHKNIGHT', 'ROGUE', 'SHAMAN', 'WARLOCK', 'WARRIOR', 'DEMONHUNTER']",,,,,,,,,,,,普通,9.0,9.231275756211538,0.9749465011858283,
Trent Kaniuga,8.0,NEUTRAL,True,7,122641,一个头总是说真话，另一个头总是说假话。,6.0,,CATA_723,['DEATHRATTLE'],龙脉混血兽,DRAGON,['DRAGON'],COMMON,CATACLYSM,<b>亡语：</b>随机召唤两个法力值消耗为（4）的随从。,MINION,,,,,,,,,,,,,,,,,,,,普通,14.0,12.284715248084652,1.1396275548334573,中立
Zoltan Boros,7.0,SHAMAN,True,4,122642,某个兽人看向窗外的雨说道：“天有不测风云，谁也改变不了。”缚风者：“拿我的图腾来。”,7.0,,CATA_724,"['DEATHRATTLE', 'OVERLOAD']",缚风者,,,COMMON,CATACLYSM,"<b>亡语：</b>解锁你<b>过载</b>的法力水晶。
<b>过载：</b>（3）",MINION,,,,,,,,,,,,,,3.0,,,,,,普通,14.0,7.704556010274983,1.8171066549881993,萨满
Ian Ameling,2.0,WARLOCK,True,2,122643,虚空啊！你又暗暗起誓了，罚币一枚。,1.0,,CATA_725,"['BATTLECRY', 'DEATHRATTLE']",暗誓信徒,,,COMMON,CATACLYSM,<b><b>战吼：</b>兆示</b>{0}。<b>亡语：</b>为你的英雄恢复#3点生命值。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,4.651116518401871,0.6450064168744591,术士
Leroy Steinmann,6.0,WARLOCK,True,9,125432,古加尔曾是上古之神的忠仆，但现在他相信自己也成了神，足以与古神并立。,6.0,,CATA_726,"['AURA', 'COLOSSAL']",古加尔，暮光主谋,,,LEGENDARY,CATACLYSM,"<b>巨型+2</b>
你的手臂和士兵改为消灭敌方牌库中的
随从。",MINION,,,,True,,,,,,,,,,,,,,,,传说,12.0,15.338154739957762,0.7823626898702839,术士
Matt Dixon,3.0,DEATHKNIGHT,True,4,123600,针对牌满编了。如此高端的组牌技术，我不知道怎么输！,5.0,,CATA_780,"['BATTLECRY', 'LIFESTEAL']",着魔的技师,,,COMMON,CATACLYSM,<b>吸血</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,"{'blood': 2, 'frost': 0, 'unholy': 0}",,,,,,,,,,,,,,,普通,8.0,7.704556010274983,1.0383466599932567,
Ramzy Kamen,3.0,ROGUE,True,4,123606,看吧，他马上就要单膝跪地，祈求随机程序给他一个好结果了。,5.0,,CATA_786,['TRIGGER_VISUAL'],混沌祈求者,,,RARE,CATACLYSM,在你施放一个法术后，随机施放一个法力值消耗相同的另一职业的法术。,MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,潜行者
Mauricio Herrera,3.0,NEUTRAL,True,3,123660,每天只有两颗，运动量远远不够。,4.0,,CATA_897,"['BATTLECRY', 'DEATHRATTLE']",宝石囤积者,,,COMMON,CATACLYSM,<b>战吼：</b>选择你手牌中的一张牌并弃掉。<b>亡语：</b>重新获取弃掉的牌，其法力值消耗减少（1）点。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,普通,7.0,6.177836264338427,1.1330827980028404,中立
Mike Sass,6.0,NEUTRAL,True,4,123655,人人都有<b>嘲讽</b>……等于没人嘲讽。,6.0,,CATA_898,['AURA'],鳞甲长矛手,DRAGON,['DRAGON'],COMMON,CATACLYSM,"所有敌方随从拥有
<b>嘲讽</b>。",MINION,,['TAUNT'],,,,,,,,,,,,,,,,,,普通,12.0,7.704556010274983,1.557519989989885,中立
Gabor Szikszai,3.0,MAGE,True,3,123848,所谓“专家”不过是“只懂一个法术”的高情商说法。,4.0,,CATA_979,['BATTLECRY'],咒术专家,,,EPIC,CATACLYSM,<b>战吼：</b>选择你手牌中的一张法术牌，将其拆分为两张法力值消耗与其相同的随机法术牌。,MINION,,,,,,选择手牌中的一张法术牌。,,,,,,,,,,,,,,史诗,7.0,6.177836264338427,1.1330827980028404,法师
Alex Stone,4.0,NEUTRAL,True,5,128058,根据现有的飞行动力学法则，石头是飞不起来的。,4.0,,CATA_999,['TRIGGER_VISUAL'],土石幼龙,DRAGON,"['ELEMENTAL', 'DRAGON']",RARE,CATACLYSM,"在你的回合结束时，对敌方英雄造成4点
伤害。",MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,9.231275756211538,0.8666191121651807,中立
Konstantin Turovec,7.0,NEUTRAL,True,6,126698,在那冰冷的黑曜石铠甲之下，他的心……如熔岩一般炽烈。,6.0,可以通过参与特殊活动获得。,CATA_EVENT_000,,始源领主,ELEMENTAL,['ELEMENTAL'],EPIC,EVENT,"<b>战吼：</b>随机获取一张来自过去的<b>巨型</b>
随从牌。",MINION,,"['BATTLECRY', 'COLOSSAL']",,,,,,,,,,,,,可以通过参与特殊活动获得。,,,,,史诗,13.0,10.757995502148095,1.208403554119746,中立
Daniil Kudriavtsev,5.0,WARLOCK,True,4,126700,浴火重生了足足9000次。毁灭吧。,5.0,可以通过参与特殊活动获得。,CATA_EVENT_001,['BATTLECRY'],毁焚火凤,ELEMENTAL,"['ELEMENTAL', 'BEAST']",EPIC,EVENT,<b>战吼：</b>选择你手牌中的一张牌并点燃。在3回合后，弃掉选中的牌并召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,可以通过参与特殊活动获得。,,,,,史诗,10.0,7.704556010274983,1.297933324991571,术士
Vladimir Kafanov,4.0,WARRIOR,True,3,126847,我偏要过去！,3.0,可以通过参与特殊活动获得。,CATA_EVENT_002,['BATTLECRY'],怨毒焰魔,ELEMENTAL,['ELEMENTAL'],EPIC,EVENT,<b>战吼：</b>如果你在本回合中施放过火焰法术，消灭一个随从。,MINION,,,,,,,,,,,,,,,可以通过参与特殊活动获得。,,,,,史诗,7.0,6.177836264338427,1.1330827980028404,战士
Steve Prescott,3.0,SHAMAN,True,2,129849,当你把一堆图腾绑在一起时，图腾魔像就诞生了。,4.0,使用萨满祭司赢得50场对战后解锁。,CORE_AT_052,['OVERLOAD'],图腾魔像,TOTEM,['TOTEM'],COMMON,CORE,<b>过载：</b>（1）,MINION,,,,,,,,,,,,,,1.0,与萨满祭司职业一同解锁。,2610.0,,,,普通,7.0,4.651116518401871,1.5050149727070712,萨满
Raymond Swanland,6.0,NEUTRAL,True,7,120524,冰喉一心想要毁掉锦标赛。至于原因，都是因为那些吵闹个不停的熊孩子们！,6.0,总计赢得5000场对战后解锁。,CORE_AT_123,"['DEATHRATTLE', 'TAUNT']",冰喉,DRAGON,"['UNDEAD', 'DRAGON']",LEGENDARY,CORE,"<b>嘲讽，亡语：</b>
如果你的手牌中有龙牌，则对所有随从造成3点伤害。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,2682.0,,,,传说,12.0,12.284715248084652,0.9768236184286776,中立
Todd Harris,5.0,HUNTER,True,7,117038,如果它们想要你的野餐篮，我建议你乖乖地交出去。,6.0,使用猎人赢得50场对战后解锁。,CORE_AV_337,"['DEATHRATTLE', 'TAUNT']",山岭野熊,BEAST,['BEAST'],COMMON,CORE,<b>嘲讽</b>，<b>亡语：</b>召唤两只2/4并具有<b>嘲讽</b>的山熊宝宝。,MINION,,,,,,,,,,,,,,,与猎人职业一同解锁。,70245.0,,,,普通,11.0,12.284715248084652,0.8954216502262878,猎人
James Ryman,6.0,PRIEST,True,6,120787,气象节目说，外面的天气可以洗澡了。你带好了伞，发现是日光浴。,6.0,使用牧师赢得100场对战后解锁。,CORE_BAR_310,"['DEATHRATTLE', 'TAUNT']",光沐元素,ELEMENTAL,['ELEMENTAL'],RARE,CORE,<b>嘲讽</b>，<b>亡语：</b>为所有友方角色恢复#8点生命值。,MINION,,,,,,,,,,,,,,,与牧师职业一同解锁。,62874.0,,,,稀有,12.0,10.757995502148095,1.1154494345720734,牧师
Paul Mafayon,5.0,PRIEST,True,5,129172,太阳神的名字为什么要叫“暗色”呢？,5.0,使用牧师赢得250场对战后解锁。,CORE_BAR_313,"['BATTLECRY', 'TAUNT']",安瑟祭司,,,EPIC,CORE,<b>嘲讽</b>，<b>战吼：</b>如果你在本回合中恢复过生命值，便获得+3/+3。,MINION,,,,,,,,,,,,,,,与牧师职业一同解锁。,62877.0,,,,史诗,10.0,9.231275756211538,1.0832738902064758,牧师
Wayne Wu,3.0,PALADIN,True,4,130580,战争时期，军医也会带上自己的专属军医。,5.0,使用圣骑士赢得250场对战后解锁。,CORE_BAR_878,['TRIGGER_VISUAL'],战地医师老兵,,,EPIC,CORE,在你施放一个神圣法术后，召唤一个2/2并具有<b>吸血</b>的医师。,MINION,,['LIFESTEAL'],,,,,,,,,,,,,与圣骑士职业一同解锁。,62933.0,,,,史诗,8.0,7.704556010274983,1.0383466599932567,圣骑士
Gonzalo Ordonez,5.0,MAGE,True,7,129846,所有的迹象都指向了安东尼达斯。,5.0,使用法师赢得250场对战后解锁。,CORE_BOT_256,['BATTLECRY'],星术师,,,EPIC,CORE,<b>战吼：</b>随机召唤一个法力值消耗等同于你手牌数量的随从。,MINION,,,,,,,,,,,,,,,与法师职业一同解锁。,48195.0,,,,史诗,10.0,12.284715248084652,0.8140196820238981,法师
Max Grecke,4.0,ROGUE,True,5,130525,不疯魔，不成活。,4.0,使用潜行者赢得50场对战后解锁。,CORE_BOT_576,['COMBO'],疯狂的药剂师,,,COMMON,CORE,<b>连击：</b>使一个友方随从获得+4攻击力。,MINION,,,,,,获得+4攻击力。,,,,,,,,,与潜行者职业一同解锁。,49494.0,,,,普通,8.0,9.231275756211538,0.8666191121651807,潜行者
Ursula Dorada,1.0,WARRIOR,True,3,127474,角斗老规矩：谁先死谁输。,10.0,使用战士赢得250场对战后解锁。,CORE_BT_120,['BATTLECRY'],战槌挑战者,,,EPIC,CORE,"<b>战吼：</b>
选择一个敌方随从。与其战斗至死！",MINION,,,,,,选择一个随从作为对手。,,,,,,,,,与战士职业一同解锁。,56507.0,,,,史诗,11.0,6.177836264338427,1.7805586825758921,战士
Andrew Hou,3.0,NEUTRAL,True,2,127593,贪睡一时爽，突袭跑断肠。,5.0,总计赢得500场对战后解锁。,CORE_BT_156,['RUSH'],被禁锢的邪犬,DEMON,['DEMON'],COMMON,CORE,"<b>休眠</b>2回合。
<b>突袭</b>",MINION,,,,,,,,,,,,,,,完成教学后解锁。,56820.0,,,,普通,8.0,4.651116518401871,1.7200171116652243,中立
Wayne Reynolds,3.0,DEMONHUNTER,True,4,102184,“护甲与治疗或许能暂缓我的狂热，但邪能和战刃总能鞭策着我！”,5.0,使用恶魔猎手赢得500场对战后解锁。,CORE_BT_187,"['AURA', 'CHARGE']",凯恩·日怒,,,LEGENDARY,CORE,"<b>冲锋</b>
所有友方攻击无视
<b>嘲讽</b>。",MINION,,['TAUNT'],,True,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,传说,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Charlene Le Scanff,2.0,HUNTER,True,3,130286,上吧，爆壳猛猪，扎透他们！,4.0,使用猎人赢得250场对战后解锁。,CORE_BT_201,['DEATHRATTLE'],强能箭猪,BEAST,"['MECHANICAL', 'BEAST']",EPIC,CORE,"<b>亡语：</b>
造成等同于本随从攻击力的伤害，随机分配到所有敌人身上。",MINION,,,,,,,,,,,,,,,与猎人职业一同解锁。,56398.0,,,,史诗,6.0,6.177836264338427,0.9712138268595775,猎人
Arthur Bozonnet,2.0,DEMONHUNTER,True,2,129167,在学会虚空行走之前，先给我爬。,2.0,使用恶魔猎手赢得50场对战后解锁。,CORE_BT_321,"['BATTLECRY', 'DISCOVER']",虚无行者,,,COMMON,CORE,"<b>战吼：</b>
<b>发现</b>一张恶魔牌。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,56985.0,,,,普通,4.0,4.651116518401871,0.8600085558326122,恶魔猎手
Andrew Hou,1.0,DEMONHUNTER,True,1,69586,看到这个斧头斧脑的家伙没，这是我的战友。,2.0,使用恶魔猎手赢得50场对战后解锁。,CORE_BT_351,['TRIGGER_VISUAL'],战斗邪犬,DEMON,['DEMON'],COMMON,CORE,在你的英雄攻击后，获得+1攻击力。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,恶魔猎手
Slawomir Maniak,4.0,DEMONHUNTER,True,4,69588,吼得再响也减不了非恶魔牌的消耗。,4.0,使用恶魔猎手赢得100场对战后解锁。,CORE_BT_416,['BATTLECRY'],暴怒邪吼者,,,RARE,CORE,<b>战吼：</b>你的下一张恶魔牌的法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Arthur Bozonnet,1.0,DEMONHUNTER,True,1,69683,在某些网站上只能显示为“火**印奔行者”。,1.0,使用恶魔猎手赢得50场对战后解锁。,CORE_BT_480,['OUTCAST'],火色魔印奔行者,,,COMMON,CORE,<b>流放：</b>抽一张牌。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,普通,2.0,3.1243967724653157,0.6401235648511739,恶魔猎手
Bayard Wu,6.0,DEMONHUNTER,True,7,120878,怒了！她只有六把战刃，盲眼监视者有八把！人家的邪能都比她的绿。,7.0,使用恶魔猎手赢得100场对战后解锁。,CORE_BT_493,['TRIGGER_VISUAL'],愤怒的女祭司,DEMON,['DEMON'],RARE,CORE,在你的回合结束时，造成6点伤害，随机分配到所有敌人身上。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,58455.0,,,,稀有,13.0,12.284715248084652,1.0582255866310675,恶魔猎手
Vladimir Kafanov,3.0,DEMONHUNTER,True,5,129168,帮她抓背时会被她的背抓。,6.0,使用恶魔猎手赢得250场对战后解锁。,CORE_BT_510,"['TAUNT', 'TRIGGER_VISUAL']",怒刺蛮兵,DEMON,['DEMON'],EPIC,CORE,"<b>嘲讽</b>
在本随从被攻击后，对所有敌人造成1点伤害。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,59865.0,,,,史诗,9.0,9.231275756211538,0.9749465011858283,恶魔猎手
Dave Allsop,3.0,ROGUE,True,1,129347,外域的间谍必须和环境融为一体。于是她们有了亮粉色的套装和翠绿翠绿的头发。多诡异的环境。,1.0,使用潜行者赢得50场对战后解锁。,CORE_BT_701,['STEALTH'],间谍女郎,,,COMMON,CORE,<b>潜行</b>,MINION,,,,,,,,,,,,,,,与潜行者职业一同解锁。,56377.0,,,,普通,4.0,3.1243967724653157,1.2802471297023479,潜行者
Alex Horley Orlandelli,9.0,DEMONHUNTER,True,9,126887,某个新生位面的主宰。,8.0,使用恶魔猎手赢得500场对战后解锁。,CORE_CATA_001,"['AURA', 'BATTLECRY']",提克迪奥斯,DEMON,['DEMON'],LEGENDARY,CORE,你的英雄<b>免疫</b>。<b>战吼：</b>在本回合中，你的下一张恶魔牌的法力值消耗为（0）。,MINION,,['IMMUNE'],,True,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,传说,17.0,15.338154739957762,1.1083471439829022,恶魔猎手
Grafit,4.0,PRIEST,True,6,126888,佳莉娅·米奈希尔，米奈希尔王族最后的余脉。在人类与被遗忘者的聚会期间，她惨遭希尔瓦娜斯谋害。随后，阿隆索斯·法奥在安度因的协助下复活了佳莉娅，使其变成了兼具圣光的不死亡灵。现在的她就像是一道沟通的桥梁，连结着生者与被遗忘者。,5.0,使用牧师赢得500场对战后解锁。,CORE_CATA_002,['BATTLECRY'],佳莉娅·米奈希尔,UNDEAD,['UNDEAD'],LEGENDARY,CORE,<b>战吼：</b>复活你在本局对战中死亡的法力值消耗最高的随从。,MINION,,,,True,,,,,,,,,,,与牧师职业一同解锁。,,,,,传说,9.0,10.757995502148095,0.836587075929055,牧师
Eric Kenji,3.0,SHAMAN,True,5,127407,身边的随从快如闪电。,5.0,使用萨满祭司赢得500场对战后解锁。,CORE_CATA_004,['TRIGGER_VISUAL'],雷加尔·大地之怒,,,LEGENDARY,CORE,在本随从或相邻的随从攻击后，获取一张闪电箭。,MINION,,,,True,,,,,,,,,,,与萨满祭司职业一同解锁。,,,,,传说,8.0,9.231275756211538,0.8666191121651807,萨满
Kleston Marques,4.0,DRUID,True,6,127409,如果是棕熊，躺倒装死；如果是黑熊，立刻反击；如果是棵树熊，转身离开就可以了。,3.0,使用德鲁伊赢得500场对战后解锁。,CORE_CATA_006,['BATTLECRY'],奥尔法,BEAST,['BEAST'],LEGENDARY,CORE,<b>战吼：</b>使你的其他随从获得“<b>亡语：</b>召唤一个法力值消耗与本随从相同的随从”。,MINION,,['DEATHRATTLE'],,True,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,传说,7.0,10.757995502148095,0.6506788368337094,德鲁伊
