artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn
Tee Fuyuan,,MAGE,True,4,123692,很高兴能和这张穿越的卡牌联动。,,,CATA_489,,奥术涌流,,,RARE,CATACLYSM,"<b>裂变</b>
造成$4点伤害。对所有敌人造成$2点伤害。123743造成$4点伤害。对所有敌人造成$2点伤害。",SPELL,,,ARCANE,,,,,,,,,,,,,,,,,稀有
James Ryman,3.0,WARLOCK,True,3,122710,弃掉哪一张：1号？还是2号？再看看，是1号？还是2号？,6.0,,CATA_490,"['BATTLECRY', 'TAUNT']",魔眼秘术师,DEMON,['DEMON'],COMMON,CATACLYSM,"<b>嘲讽</b>。<b>战吼：</b>选择你手牌中的一张牌
并弃掉。",MINION,,,,,,选择一张牌并弃掉。,,,,,,,,,,,,,,普通
Juan Calle,,WARLOCK,True,6,122711,逗笑上古之神需要挠几下？三下，因为他们的笑点太怪了。,,,CATA_491,['ImmuneToSpellpower'],怪异触手,,,RARE,CATACLYSM,"对所有随从造成$3点伤害。重复
此效果，每次伤害减少1点。",SPELL,,,SHADOW,,,,,,,,,,,,,,,,,稀有
BOSi Studio,,WARLOCK,True,4,122712,古加尔摆放上古之神周边的地方。,2.0,,CATA_492,,暮光神坛,,,RARE,CATACLYSM,<b>兆示</b>{0}。抽一张牌。,LOCATION,,,,,,,,,,,,,,,,,,,,稀有
Mike Sass,2.0,WARLOCK,True,4,122713,其实大家的爵位都是低于公爵。,2.0,,CATA_493,['RUSH'],地狱公爵,,,EPIC,CATACLYSM,<b>突袭</b>。在本局对战中，你每弃掉一张牌，便拥有+2/+2。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Matt Dixon,7.0,WARLOCK,True,7,122714,两泵蓝树莓果泥，两泵樱桃果泥，再加两泵死灵软泥。,7.0,,CATA_494,['TRIGGER_VISUAL'],马洛拉克,DRAGON,['DRAGON'],LEGENDARY,CATACLYSM,在你弃掉一张随从牌后，召唤一个该随从的复制。,MINION,,,,True,,,,,,True,,,,,,,,,,传说
Kevin Sidharta,,WARLOCK,True,2,122720,如果你弃暗投明，它就会变成诅福之链。,,,CATA_496,,诅咒之链,,,EPIC,CATACLYSM,直到敌方回合结束，夺取一个敌方随从的控制权。在本回合中，该随从无法攻击。,SPELL,,,SHADOW,,,,,,,,,,,,,,,,,史诗
Mooncolony,6.0,,True,6,122832,再过几年，就会变成超巨奥卓克希昂。,7.0,,CATA_497,['BATTLECRY'],奥卓克希昂,DRAGON,['DRAGON'],LEGENDARY,CATACLYSM,<b>战吼：</b><b>兆示</b>{0}。使死亡之翼的法力值消耗减少（{1}）点。<i>（随<b>兆示</b>的次数提升！）</i>,MINION,,,,True,,,,"['DEATHKNIGHT', 'ROGUE', 'SHAMAN', 'WARLOCK', 'WARRIOR', 'DEMONHUNTER']",,True,,,,,,,,,,传说
Mooncolony,,WARLOCK,True,3,122829,谁都不能抢走拉法姆的风头，哪怕你自封为神也不行。,,,CATA_498,,拉法姆的奋战,,,RARE,CATACLYSM,随机对两个敌方随从造成$2点伤害。<i>（每回合都会升级！）</i>,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Kevin Sidharta,,WARLOCK,True,2,122831,他们没看过《暗黑破坏神IV》的开场动画吗？,,,CATA_499,['InvisibleDeathrattle'],助祭耗材,,,COMMON,CATACLYSM,当你使用或弃掉本牌时，随机召唤两个法力值消耗为（1）的随从。,SPELL,,,SHADOW,,,,,,,,,,,,,,,,,普通
Ian Ameling,3.0,DEMONHUNTER,True,3,122765,"亲爱的卡基安，
大灾变一切顺利，像游泳一样顺滑！期待回去的那一天。我们放血后见！
爱你的维扎尔。",1.0,,CATA_525,"['BATTLECRY', 'RUSH']",装甲放血纳迦,NAGA,['NAGA'],COMMON,CATACLYSM,<b>突袭</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,,,,,,,,,,,,,,,,普通
Kevin Sidharta,,DEMONHUNTER,True,2,122770,艾萨拉本以为能轻取黑海岸的防守部队，不料殊死奋战正是布洛克斯加的拿手好戏——无论在哪一条时间线。,,,CATA_526,,布洛克斯加的奋战,,,RARE,CATACLYSM,"对所有随从造成$1点伤害。每有一个随从死亡，抽一
张牌。",SPELL,,,,,,,,,,,,,,,,,,,,稀有
Todd Harris,,DEMONHUNTER,True,3,122772,全家桶玩家可能会觉得它像萨尔纳加，而全家桶“老玩家”会跳出来说：那是“古伊尔纳加”。,5.0,,CATA_527,,奈瑟匹拉，蒙难古灵,,,LEGENDARY,CATACLYSM,造成1点伤害。在你施放一个邪能法术后，重新开启。<b>亡语：</b>召唤奈瑟匹拉，脱困古灵。,LOCATION,,['DEATHRATTLE'],,True,,,,,,,,,,,,,,,,传说
Edgar Hidalgo,,DEMONHUNTER,True,1,122773,纳迦会帮你把对手揍服。,,,CATA_528,,海洋咒符,,,COMMON,CATACLYSM,在你的下个回合开始时，召唤一个3/3并具有<b>嘲讽</b>的纳迦。,SPELL,,,FEL,,,,,,,,,,,,,,,,,普通
Stefan Bogdasarov,5.0,DEMONHUNTER,True,6,122775,你好，我是落难的辛艾萨利亲王，现在急需50000000金币用于周转，请尽量伸出援手，将资金转入千针石林的安全账户，将来必有厚报。,5.0,,CATA_529,,贪婪的邪能钓鱼者,NAGA,['NAGA'],RARE,CATACLYSM,在本局对战中，你每施放一个邪能法术，本牌的法力值消耗便减少（1）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Vladimir Kafanov,,DEMONHUNTER,True,2,122848,我真的受不了这些新潮的酷炫餐厅。,,,CATA_530,,邪能灌魔,,,EPIC,CATACLYSM,<b>兆示</b>{0}。在本回合中，你的英雄拥有<b>吸血</b>。,SPELL,,['LIFESTEAL'],FEL,,,,,,,,,,,,,,,,,史诗
Edgar Hidalgo,,DEMONHUNTER,True,5,122995,嘀！嘀！嘀！警报！您所在的区域遭遇了灾变天气！,,,CATA_533,['OUTCAST'],涣漫洪流,,,RARE,CATACLYSM,对你的对手最左边和最右边的随从造成$5点伤害。<b>流放：</b>重复一次。,SPELL,,,FEL,,,,,,,,,,,,,,,,,稀有
Luca Zontini,2.0,HUNTER,True,7,122865,奈法里奥斯从未真正关心过他的玩物，他只是看到了改造的空间。,12.0,,CATA_550,"['COLOSSAL', 'TRIGGER_VISUAL']",熔喉,BEAST,"['MECHANICAL', 'BEAST']",LEGENDARY,CATACLYSM,"<b>巨型+99</b>
当场上有空位时，召唤剩余的肢节。99<b>巨型+99</b>
当场上有空位时，召唤剩余的肢节。<i>（还剩{0}个！）</i>",MINION,,,,True,,,,,,,,,,,,,,,,传说
Eric Kenji,3.0,HUNTER,True,3,122867,到底还有多少角色的真实身份是龙？,3.0,,CATA_551,,石爪打击者,,,RARE,CATACLYSM,<b>嘲讽</b>。<i>（当本牌在你手中时，使用一张龙牌即可将本牌变为6/6的龙！）</i>,MINION,,['TAUNT'],,,,,,,,,,,,,,,,,,稀有
Grafit,4.0,HUNTER,True,6,122869,巨龙的双眼能看到很多……食物。,4.0,,CATA_552,['BATTLECRY'],乌鳞斥候,,,EPIC,CATACLYSM,<b>战吼：</b>造成等同于本随从攻击力的伤害。<i>（当本牌在你手中时，使用一张龙牌即可将本牌变为8/8的龙！）</i>,MINION,,,,,,造成等同于本随从攻击力的伤害。,,,,,,,,,,,,,,史诗
Timur Shevtsov,6.0,HUNTER,True,7,122871,我叫什么？我叫艾，呃，嘿嘿，叫……嘿叫！对，我叫黑角。,6.0,,CATA_553,['BATTLECRY'],艾比西安,,,LEGENDARY,CATACLYSM,<b>战吼：</b>在本局对战中，你的龙拥有<b>突袭</b>。<i>（当本牌在你手中时，使用一张龙牌即可将本牌变为12/12的龙！）</i>,MINION,,['RUSH'],,True,,,,,,,,,,,,,,,,传说
Trent Kaniuga,,HUNTER,True,1,122883,“地！！！”,,,CATA_554,,撼地巨吼,,,RARE,CATACLYSM,将一个敌方随从的生命值变为1。如果你的手牌中有龙牌，再选择一个。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Tanamaes Leejierasaes,1.0,NEUTRAL,True,1,122933,雏龙宝宝就是这么来的……,2.0,可以在<i>大地的裂变</i>奖励路线中获得该奖励。,CATA_556,['BATTLECRY'],载蛋雏龙,DRAGON,['DRAGON'],COMMON,CATACLYSM,<b>战吼：</b>随机获取一张法力值消耗小于或等于（3）点的龙牌。,MINION,,,,,,,,,,,,,,,,,,,,普通
Sergey Tsvelykh,,HUNTER,True,2,122932,她今后的故事仍未写就。此时此刻，这位希尔瓦娜斯会在姐妹们的陪伴下奋力守护艾泽拉斯。,,,CATA_557,,希尔瓦娜斯的胜利,,,COMMON,CATACLYSM,造成3点伤害。如果你使用过本牌的其他复制，改为对所有敌人造成伤害。,SPELL,,,,,,,,,,,,,,,,,,,,普通
Stefan Bogdasarov,2.0,HUNTER,True,1,122937,不对，这不是战棋酒馆！,2.0,,CATA_558,,进击的募援官,,,COMMON,CATACLYSM,<b>扰魔</b>,MINION,,['ELUSIVE'],,,,,,,,,,,,,,,,,,普通
Luca Zontini,,HUNTER,True,3,122939,当心，不然我就放出我的迷你部队了！,,可以在<i>大地的裂变</i>奖励路线中获得该奖励。,CATA_560,,直面托维尔,,,EPIC,CATACLYSM,再次使用你在本局对战中使用过的每一张法力值消耗为（1）的牌<i>（尽可能以敌人为目标）</i>。,SPELL,,,,,,,,,,,,,,,,,,,,史诗
Patrik Bjorkstrom,,SHAMAN,True,2,122947,多希望有人能办一次友谊仪式。,,,CATA_561,,能量仪式,,,RARE,CATACLYSM,<b>兆示</b>{0}。获取两张1/1并具有<b>突袭</b>的元素牌。,SPELL,,['RUSH'],NATURE,,,,,,,,,,,,,,,,,稀有
Daniil Kudriavtsev,4.0,SHAMAN,True,3,122950,于云深处听惊雷。,3.0,,CATA_563,"['BATTLECRY', 'DEATHRATTLE']",雷鸣流云,ELEMENTAL,['ELEMENTAL'],EPIC,CATACLYSM,<b>战吼：</b>选择并吸收你手牌中一张法力值消耗小于或等于（4）点的法术牌。<b>亡语：</b>施放该法术。,MINION,,,,,,选择手牌中的一张法术牌。,,,,,,,,,,,,,,史诗
James Ryman,5.0,SHAMAN,True,5,122952,你召来了雷霆，那就承受<b>超级风怒</b>吧！,5.0,,CATA_564,['BATTLECRY'],飞行助翼,,,COMMON,CATACLYSM,<b>战吼：</b>使一个友方随从获得<b>超级风怒</b>，且该随从无法攻击英雄。,MINION,,,,,,选择一个友方随从。,,,,,,,,,,,,,,普通
Stefano Spagnuolo,0.0,SHAMAN,True,2,122953,赵氏奥拉基尔……原来奥拉基尔姓赵呀。,2.0,,CATA_565,"['BATTLECRY', 'TAUNT']",天空之墙哨兵,ELEMENTAL,['ELEMENTAL'],RARE,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Zoltan Boros,3.0,HUNTER,True,3,122961,我们绝不会偷工减料！好吧……我们确实提供了更廉价的法术。,2.0,,CATA_566,['BATTLECRY'],托维尔雕琢师,,,RARE,CATACLYSM,<b>战吼：</b>选择你手牌中的一张牌，在你的回合开始时，其法力值消耗减少（1）点。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,稀有
Timur Shevtsov,,SHAMAN,True,4,122963,艾泽拉斯标准时间每晚9点，欢迎准时参加升腾舞会，与风暴共舞！,,,CATA_567,,升腾,,,EPIC,CATACLYSM,将所有友方随从变形成为法力值消耗增加（1）点的随从。当这些随从死亡时，召唤原随从。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,史诗
Timur Shevtsov,,SHAMAN,True,9,122999,危急关头，穆拉丁向奥拉基尔露了一手，让他看看狂风到底听谁的号令。,,,CATA_568,,穆拉丁的奋战,,,RARE,CATACLYSM,抽两张牌。在本局对战中，友方角色每攻击过一次，本牌的法力值消耗便减少（1）点。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,稀有
Patrik Bjorkstrom,,SHAMAN,True,4,123001,唯一具有实战意义的仪式。,,,CATA_569,['OVERLOAD'],演武仪式,,,COMMON,CATACLYSM,随机召唤法力值消耗为（3），（2）和（1）的随从各一个。<b>过载：</b>（1）,SPELL,,,,,,,,,,,,,,1.0,,,,,,普通
Mooncolony,10.0,SHAMAN,True,10,123006,少说话，多摸牌。,10.0,,CATA_570,['BATTLECRY'],莫卓克,ELEMENTAL,['ELEMENTAL'],LEGENDARY,CATACLYSM,<b>战吼：</b>抽一张牌，并使其法力值消耗减少（10）点。如果减少的溢出量还有剩余，重复此效果。,MINION,,,,True,,,,,,,,,,,,,,,,传说
Studio Hive,3.0,WARRIOR,True,3,123055,烫得握不住。,2.0,,CATA_580,['BATTLECRY'],灾变战斧,,,COMMON,CATACLYSM,<b>战吼：</b><b>兆示</b>{0}。,WEAPON,,,,,,,,,,,0.0,,,,,,,,,普通
Dmitry Bolotov,,WARRIOR,True,6,123056,比斩杀恶劣多了。,,,CATA_581,,屠灭,,,EPIC,CATACLYSM,对所有随从造成$1点伤害<i>（战场上每有一个随从都会提高）</i>。,SPELL,,,FIRE,,,,,,,,,,,,,,,,,史诗
Grafit,,WARRIOR,True,2,123157,谢谢你唤醒我，埃克索图斯！,,,CATA_582,,灼热裂隙,,,COMMON,CATACLYSM,对所有随从造成$1点伤害。在本回合中，使你的英雄获得+3攻击力。,SPELL,,,FIRE,,,,,,,,,,,,,,,,,普通
Mooncolony,,WARRIOR,True,3,123163,这一座叫做“过近哨所”。,3.0,,CATA_584,,喷发火山,,,RARE,CATACLYSM,造成3点伤害，随机分配到所有敌人身上。如果你在本回合中使用过火焰法术牌，再造成3点。,LOCATION,,,,,,,,,,,,,,,,,,,,稀有
Jason Kang,,WARRIOR,True,1,123164,端上烤大头菜时记得戴好你的铁手套。,,可以在<i>大地的裂变</i>奖励路线中获得该奖励。,CATA_585,['ImmuneToSpellpower'],烈火炙烤,,,RARE,CATACLYSM,对一个受伤的随从造成$8点伤害。如果伤害超过目标生命值，将能造成剩余伤害的本牌移回手牌。,SPELL,,,FIRE,,,,,,,,,,,,,,,,,稀有
Bima Kusuma,3.0,WARRIOR,True,5,123166,斩却毁灭之焰，方能抵达末世。,3.0,,CATA_586,"['DEATHRATTLE', 'TRIGGER_VISUAL']",毁灭之焰,ELEMENTAL,['ELEMENTAL'],EPIC,CATACLYSM,在本随从受到伤害并存活下来后，召唤一个毁灭之焰。<b>亡语：</b>随机对一个敌人造成2点伤害。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Ivan Fomin,7.0,WARRIOR,True,7,123321,烧尽一切（的三分之二）！,7.0,,CATA_591,['BATTLECRY'],指挥官迦顿,ELEMENTAL,['ELEMENTAL'],LEGENDARY,CATACLYSM,"<b>战吼：</b>你在每回合开始时的抽牌改为从你的牌库中<b>发现</b>一张牌，其法力值消耗减少（3）点，并摧毁未选
的牌。",MINION,,['DISCOVER'],,True,,,,,,,,,,,,,,,,传说
Dmitry Bolotov,,WARRIOR,True,5,123382,大灾变来临之际，洛戈什和他的朋友们重新拾起了当年在血红之环饱受观众喜爱的勇猛，为艾泽拉斯的命运奋力而战。,,,CATA_610,,洛戈什的奋战,,,COMMON,CATACLYSM,"使一个随从获得
“<b>亡语：</b>从你的手牌中随机召唤一个
随从。”",SPELL,,['DEATHRATTLE'],,,,,,,,,,,,,,,,,,普通
Matt Dixon,5.0,NEUTRAL,True,2,123383,“是……是是……是，我马上……照办！”,3.0,,CATA_612,['BATTLECRY'],霜冻小鬼,DEMON,['DEMON'],COMMON,CATACLYSM,<b>战吼：</b><b>冻结</b>本随从。,MINION,,['FREEZE'],,,,,,,,,,,,,,,,,,普通
Dmitry Bolotov,6.0,NEUTRAL,True,9,123384,“去吧，挽救你的性命，还有你的排名！”,6.0,,CATA_613,['AURA'],生存专家,,,EPIC,CATACLYSM,"如果你没有控制其他随从，则拥有
<b>免疫</b>。",MINION,,['IMMUNE'],,,,,,,,,,,,,,,,,,史诗
Gabor Szikszai,2.0,NEUTRAL,True,2,123385,“最新情报……对手的职业是法师！不对，是潜行者！不对，是牧师！”,2.0,,CATA_614,"['BATTLECRY', 'DISCOVER']",蔽影密探,DRAGON,['DRAGON'],RARE,CATACLYSM,<b>战吼：</b><b>发现</b>一张你的职业的法术牌。<i>（每回合切换职业！）</i>,MINION,<b>战吼：</b><b>发现</b>一张{0}的法术牌。<i>（每回合切换职业！）</i>,,,,,,,,,,,,,,,,,,,稀有
Leroy Steinmann,5.0,NEUTRAL,True,4,123396,“吉尔尼斯的王位虽然是终身的，但在位经历总是充满了变化。”,4.0,购买<i>大地的裂变</i>炉石通行证后开放解锁。,CATA_615,,吉恩，咒厄国王,,,LEGENDARY,CATACLYSM,当本牌在你手牌中时，如果你其他手牌的法力值消耗均为偶数或奇数，变形成为6/5的狼人国王。,MINION,,,,True,,,,,,,,,,,可以在<i>大地的裂变</i>奖励路线中获得该奖励。,,,,,传说
James Ryman,8.0,NEUTRAL,True,9,123440,我和这张牌越发不可分戈。,8.0,,CATA_616,,戈隆巨人,,,EPIC,CATACLYSM,"本随从的法力值消耗会随你使用的上一张牌的法力值消耗而
降低。",MINION,,,,,,,,,,,,,,,,,,,,史诗
Max Grecke,,PALADIN,True,1,123403,维克多·奈法里奥斯自诩艾泽拉斯最伟大的发明家，然而格尔宾让他明白了发明的真谛！,,,CATA_621,,格尔宾的胜利,,,RARE,CATACLYSM,随机获取一张圣骑士光环牌，其持续时间增加一回合。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Konstantin Turovec,3.0,DEMONHUNTER,True,3,123604,再也没有什么变异体好好先生了。,4.0,,CATA_697,['BATTLECRY'],恶念变异体,NAGA,['NAGA'],EPIC,CATACLYSM,<b>战吼：</b>选择你手牌中的一张邪能法术牌，获取一张它的复制。,MINION,,,,,,选择手牌中的一张邪能法术牌。,,,,,,,,,,,,,,史诗
Mike Sass,9.0,DEMONHUNTER,True,9,123539,可是一般来说海兽并不可怕呀！,6.0,,CATA_699,"['BATTLECRY', 'TAUNT']",恐怖海兽,BEAST,['BEAST'],COMMON,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b>选择一个敌方随从，偷取其3点生命值，触发三次。,MINION,,,,,,从一个敌方随从处偷取生命值。,,,,,,,,,,,,,,普通
Kevin Sidharta,6.0,NEUTRAL,True,7,122635,能够彻底击败战争大师黑角的勇士会被授予这片土地上的最高评价：牛翻了。,6.0,购买<i>大地的裂变</i>炉石通行证后开放解锁。,CATA_720,['BATTLECRY'],战争大师黑角,,,LEGENDARY,CATACLYSM,<b>战吼：</b>摧毁双方玩家牌库中所有法力值消耗小于或等于（2）点的牌。,MINION,,,,True,,,,,,,,,,,完成起始任务后解锁。,,,,,传说
Matt Dixon,2.0,NEUTRAL,True,2,122637,“去吧，牌库里很安全的！”“奖券都发完了！”,3.0,,CATA_721,['BATTLECRY'],避难的幸存者,,,COMMON,CATACLYSM,<b>战吼：</b>选择一张你的手牌洗入你的牌库。抽一张牌。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,普通
Jason Kang,5.0,,True,5,122639,守护巨龙尽力拼搏至此，然而到了时间的终点，这一切都无济于事。,4.0,,CATA_722,"['BATTLECRY', 'TAUNT']",末世特使,,,COMMON,CATACLYSM,<b>嘲讽</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,,,,"['DEATHKNIGHT', 'ROGUE', 'SHAMAN', 'WARLOCK', 'WARRIOR', 'DEMONHUNTER']",,,,,,,,,,,,普通
Trent Kaniuga,8.0,NEUTRAL,True,7,122641,一个头总是说真话，另一个头总是说假话。,6.0,,CATA_723,['DEATHRATTLE'],龙脉混血兽,DRAGON,['DRAGON'],COMMON,CATACLYSM,<b>亡语：</b>随机召唤两个法力值消耗为（4）的随从。,MINION,,,,,,,,,,,,,,,,,,,,普通
Zoltan Boros,7.0,SHAMAN,True,4,122642,某个兽人看向窗外的雨说道：“天有不测风云，谁也改变不了。”缚风者：“拿我的图腾来。”,7.0,,CATA_724,"['DEATHRATTLE', 'OVERLOAD']",缚风者,,,COMMON,CATACLYSM,"<b>亡语：</b>解锁你<b>过载</b>的法力水晶。
<b>过载：</b>（3）",MINION,,,,,,,,,,,,,,3.0,,,,,,普通
Ian Ameling,2.0,WARLOCK,True,2,122643,虚空啊！你又暗暗起誓了，罚币一枚。,1.0,,CATA_725,"['BATTLECRY', 'DEATHRATTLE']",暗誓信徒,,,COMMON,CATACLYSM,<b><b>战吼：</b>兆示</b>{0}。<b>亡语：</b>为你的英雄恢复#3点生命值。,MINION,,,,,,,,,,,,,,,,,,,,普通
Leroy Steinmann,6.0,WARLOCK,True,9,125432,古加尔曾是上古之神的忠仆，但现在他相信自己也成了神，足以与古神并立。,6.0,,CATA_726,"['AURA', 'COLOSSAL']",古加尔，暮光主谋,,,LEGENDARY,CATACLYSM,"<b>巨型+2</b>
你的手臂和士兵改为消灭敌方牌库中的
随从。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Matt Dixon,3.0,DEATHKNIGHT,True,4,123600,针对牌满编了。如此高端的组牌技术，我不知道怎么输！,5.0,,CATA_780,"['BATTLECRY', 'LIFESTEAL']",着魔的技师,,,COMMON,CATACLYSM,<b>吸血</b>。<b>战吼：</b><b>兆示</b>{0}。,MINION,,,,,"{'blood': 2, 'frost': 0, 'unholy': 0}",,,,,,,,,,,,,,,普通
Max Grecke,,ROGUE,True,2,123605,连击：祭祭。,,,CATA_785,,暮光祭礼,,,RARE,CATACLYSM,<b>兆示</b>{0}。<b>连击：</b>造成$3点伤害。,SPELL,,['COMBO'],SHADOW,,,,,,,,,,,,,,,,,稀有
Ramzy Kamen,3.0,ROGUE,True,4,123606,看吧，他马上就要单膝跪地，祈求随机程序给他一个好结果了。,5.0,,CATA_786,['TRIGGER_VISUAL'],混沌祈求者,,,RARE,CATACLYSM,在你施放一个法术后，随机施放一个法力值消耗相同的另一职业的法术。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Mooncolony,,HUNTER,True,4,121757,幼龙航线是对战奥拉基尔时的制胜关键。,,,CATA_820,,运输补给,,,COMMON,CATACLYSM,"<b>裂变</b>
抽三张随从牌。使你手牌中的随从牌获得+2/+2。121758抽三张随从牌。使你手牌中的随从牌获得+2/+2。",SPELL,,,,,,,,,,,,,,,,,,,,普通
Mauricio Herrera,3.0,NEUTRAL,True,3,123660,每天只有两颗，运动量远远不够。,4.0,,CATA_897,"['BATTLECRY', 'DEATHRATTLE']",宝石囤积者,,,COMMON,CATACLYSM,<b>战吼：</b>选择你手牌中的一张牌并弃掉。<b>亡语：</b>重新获取弃掉的牌，其法力值消耗减少（1）点。,MINION,,,,,,选择手牌中的一张牌。,,,,,,,,,,,,,,普通
Mike Sass,6.0,NEUTRAL,True,4,123655,人人都有<b>嘲讽</b>……等于没人嘲讽。,6.0,,CATA_898,['AURA'],鳞甲长矛手,DRAGON,['DRAGON'],COMMON,CATACLYSM,"所有敌方随从拥有
<b>嘲讽</b>。",MINION,,['TAUNT'],,,,,,,,,,,,,,,,,,普通
Tanamaes Leejierasaes,,MAGE,True,5,123847,辛达苟萨和她的爱侣比翼作战，威力势不可挡。,,,CATA_978,['ImmuneToSpellpower'],辛达苟萨的胜利,,,RARE,CATACLYSM,对一个随从造成$8点伤害。使你手牌中一张随机牌的法力值消耗减少，减少的量等于超过目标生命值的伤害。,SPELL,,,ARCANE,,,,,,,,,,,,,,,,,稀有
Gabor Szikszai,3.0,MAGE,True,3,123848,所谓“专家”不过是“只懂一个法术”的高情商说法。,4.0,,CATA_979,['BATTLECRY'],咒术专家,,,EPIC,CATACLYSM,<b>战吼：</b>选择你手牌中的一张法术牌，将其拆分为两张法力值消耗与其相同的随机法术牌。,MINION,,,,,,选择手牌中的一张法术牌。,,,,,,,,,,,,,,史诗
